"clust2","X","mds1","mds2","clust2","clust4","xphsdf","billscc","xphdr1","xphdr2","xphdr3","xphdr4","xphdr5","xphdr6","xphdr7","xphdr8","xphdr9","xphdr10","xphdr11","xphdr12","xphdr13","xphdr14","xphdd1","xphdd2","xphdd3","xphdd4","xphdd5","xphdd6","xphdd7","xphdd8","xphdd9","hscntcr1","hscntcr2","hscntcr","hscrchg","saving","id","weight","year","sex","age","age_grp","region","gor","mastat","hushop","hhsize","lstage","nkids","parent","ch03","ch45","ch69","ch1015","qual","jbstat","jbrgsc","hoh","jbstathoh","fihhyr2","fihhyr_a","dfihhyr","dfihhyr_a","dfihhyrchg","dfihhyrchg_a","us","ustot","ustot_a","ustot_grp5","ustoty_a","ustotdy_a","ustoty_grp5","ustotdy_grp5","xpus","xpus_a","xpusy_a","xpusy_grp5","usn","usa","usb","usc","usd","use","usg","ush","usi","usj","tenure","tenure_grp2","tenure_grp3","huresp","hsval","hsval_a","reshsfall","mghave","intmg","mg1tot","mg1tot_a","mg1tot_grp5","mg1toty_a","mg1totdy_a","nequity","xpmg","xpmg_a","xpmgy_a","xpmgdy_a","xpmgy_grp5","xpmgdy_grp5","fixmg","fixmg09","fixpmg_a","fnxpmg_a","fixpmg09","fnxpmg09","changepmg","changepmg_a","fxuse1","fxuse2","fxuse3","fxuse4","fxuse5","fxuse6","pmguse1","pmguse2","pmguse3","pmguse4","pmguse5","pmguse6","pmguse7","pmguse8","xphsdf.1","xphpdf","billscc.1","xphdr1.1","xphdr2.1","xphdr3.1","xphdr4.1","xphdr5.1","xphdr6.1","xphdr7.1","xphdr8.1","xphdr9.1","xphdr10.1","xphdr11.1","xphdr12.1","xphdr13.1","xphdr14.1","xphdr15","xphdd1.1","xphdd2.1","xphdd3.1","xphdd4.1","xphdd5.1","xphdd6.1","xphdd7.1","xphdd8.1","xphdd9.1","xphdd10","xphdd11","xphdd12","xphdd13","xphdd14","hscntcr1.1","hscntcr2.1","hscntcr.1","hscrchg.1","saveamount","saveamount_a","saving.1","saving11","savebcs","savebcs1","savebcs2","savebcs3","savebcs4","savebcs5","savebcs6","savebcs7","savebcs8","savebcs9","savebcs10","savebcs11","savebcs12","savebcs13","desave11bcs1","desave11bcs2","desave11bcs3","desave11bcs4","desave11bcs5","desave11bcs6","save11bcs1","save11bcs2","save11bcs3","save11bcs4","save11bcs5","save11bcs6","save11bcs7","save11bcs8","save11bcs9","save11bcs10","save11bcs11","save11bcs12","spend","nvesttot","nvesttot_a","othassets","debtconc","debtconc_act1","debtconc_act2","debtconc_act3","debtconc_act4","debtconc_act5","debtconc_act6","debtconc_act7","chdebtconc","pubsecty","fisc_conc1","fisc_conc2","fisc_conc3","fisc_conc4","fisc_conc5","fisc_conc6","fisc_conc7","fisc_conc8","fisc_conc9","fisc_act1","fisc_act2","fisc_act3","fisc_act4","fisc_act5","fisc_act6","fisc_act7","fisc_act8","fisc_act9","fisc_impact1","fisc_impact2","fisc_impact3","fisc_impact4","fisc_impact5","fisc_impact6","fisc_impact7","fisc_impact8","fisc11_act1","fisc11_act2","fisc11_act3","fisc11_act4","fisc11_act5","fisc11_act6","fisc11_conc1","fisc11_conc2","fisc11_conc3","fisc11_conc4","fisc11_conc5","fisc11_conc6","fisc11_conc7","fisc11_conc8","fisc_likact1","fisc_likact2","fisc_likact3","fisc_likact4","fisc_likact5","fisc_likact6","forebearsec1","forebearsec2","forebearsec3","forebearsec4","forebearsec5","forebearsec6","forebearsec7","forebearsec8","forebeareffsec","brrise","forebearunsec1","forebearunsec2","forebearunsec3","forebearunsec4","forebearunsec5","forebeareffunsec","uncert","uncertch"
"2",407,0.0098993697911272,-0.124554271582725,1,"3","yes","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no - definitely not",25,0.937,2009,"male","39","35-44","Scotland","scotland","marrried or couple","yes","4",NA,"2",NA,"no","yes","yes","no","bachelor degree or equivalent (=nvq4)","in paid employ","C1","no","in paid employ","£25,000-£29,999","27500","£500-£599","550","no change",0,"yes","£5,000-5,499","5250","£5,000-£9,999","0.190909088","0.795454562","<0.25","0.75-1","£100-£109","110","0.048",NA,"1","yes","no","no","no","no","no","no","no","no","mortgagor","owner","mortgagor","yes","£90,000-£99,999","187500",NA,"yes","fixed","£130,000-£149,999","140000","£90,000-£149,999","5.090909004","21.21212196","no","£300-£349","325","0.141818181","0.590909064","0.1-0.2",">0.5",NA,"no",NA,NA,"not applicable","more or less the same",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","somewhat","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",408,0.0711590475585494,-0.0904220008346087,1,"1","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no - not particularly",646,1.639,2009,"male","45","45-54","Scotland","scotland","marrried or couple","no","4",NA,"1",NA,"no","no","no","yes","a-level or equivalent (=nvq3)","in paid employ","B","no","in paid employ","not applicable","not applicable","<£200","100","no change",0,"yes","£500-999","750","<£1,000","not applicable","0.625","not applicable","0.5-0.75","£150-£159","210","not applicable",NA,"1","no","no","yes","no","no","no","no","no","no","mortgagor","owner","mortgagor","no","not applicable","not applicable",NA,"yes","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","yes","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",409,0.0523291409102052,0.0215454133335364,1,"1","yes","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",476,1.191,2009,"female","29","25-34","North","north east","never married","yes","1",NA,"0",NA,"no","no","no","no","other","in paid employ","D","yes","in paid employ","£9,500-£11,499","10500","<£200","100","down >£100",-150,"yes","<£200","100","<£1,000","0.00952381","0.083333336","<0.25","<0.25","£100-£109","110","0.125714287",NA,"1","no","no","yes","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",410,-0.0137186947736931,-0.129027936289698,1,"3","no","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","harder","no - definitely not",361,0.348,2009,"female","79","65+","Greater London","london","marrried or couple","no","2",NA,"0",NA,"no","no","no","no","gcse/o-level/cse","retired","C1","yes","retired","don't know","don't know","refused","refused","up >£100",150,"no","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","local authority rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","not applicable","not applicable","not applicable","not applicable","0","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",411,0.0582351520933447,-0.0696849422290806,1,"3","no","keeping up, constant struggle","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","no","no","no","no","the same","no - definitely not",737,0.744,2009,"female","69","65+","South East","eastern","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","other","retired","E","yes","retired","£25,000-£29,999","27500","<£200","100","no change",0,"yes","£8,000-8,499","8250","£5,000-£9,999","0.300000012","6.875","0.25-0.5",">1","don't know","don't know","not applicable",NA,"2","yes","no","yes","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, constant struggle","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",412,0.0710302045020111,0.0175859631003874,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1730,0.552,2009,"female","73","65+","Yorks&Humber","yorks and humbr","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","no formal qualifications","retired","C2","yes","retired","refused","refused","don't know","don't know","no change",0,"no","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","not applicable","not applicable","not applicable","0","not applicable","not applicable","not applicable","not applicable",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",413,-0.0652389325938561,0.00599373047638359,2,"4","yes","falling behind on some","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","yes","the same","no - definitely not",1054,0.998,2009,"male","24","18-24","South East","south east","marrried or couple","yes","4",NA,"2",NA,"yes","no","yes","no","gcse/o-level/cse","something else","E","yes","something else","£4,500-£6,499","5500","<£200","100","no change",0,"yes","£1,500-1,999","1750","£1,000-£4,999","0.318181813","1.458333373","0.25-0.5",">1","£110-£119","130","0.283636361",NA,"4","no","no","yes","yes","yes","no","no","no","yes","private rented","renter","renter","not applicable","not applicable","0",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","heavy","falling behind on some","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","yes","yes","the same",NA,NA,"no - definitely not",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",414,0.0673870834078956,-0.118439918329423,1,"3","no","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","easier","no - not particularly",1738,0.857,2009,"male","77","65+","E Midlands","west midlands","widowed/divorced/separated","yes","1",NA,"0",NA,"no","no","no","no","other","retired","C1","yes","retired","refused","refused","<£200","100","down <£50",-25,"no","not applicable","not applicable","not applicable","not applicable","0","not applicable","0","not applicable","0","not applicable",NA,"0","no","no","no","no","no","no","no","no","no","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","not applicable","0","not applicable","not applicable","0","not applicable","0","not applicable","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up, struggle from time to time","no","no","no","no","no","no","no","no","no","no","yes","no","no","no",NA,"no","no","no","no","no","yes","yes","no","no",NA,NA,NA,NA,NA,"no","no","no","easier",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",415,-0.0489468307164077,0.0865271534217059,2,"2","yes","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","the same","yes - slightly increase",470,0.491,2009,"male","19","18-24","Greater London","london","marrried or couple","yes","3",NA,"0",NA,"no","no","no","no","vocational qualifications (=nvq1+2)","FT student","C1","no","in paid employ","£40,000-£49,999","45000","£4,000-£4,999","4500","down >£100",-150,"yes","£1,500-1,999","1750","£1,000-£4,999","0.03888889","0.032407407","<0.25","<0.25","£100-£109","110","0.029333333",NA,"1","no","no","no","no","no","no","no","no","yes","owner outright","owner","owner outright","no","not applicable","not applicable",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"yes","no","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"yes","no","yes","the same",NA,NA,"yes - slightly increase",NA,"extra cash from fall in other bills",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",416,0.0710302045020111,0.0175859631003874,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","the same","no - not particularly",1304,0.711,2009,"male","79","65+","Yorks&Humber","yorks and humbr","widowed/divorced/separated","yes","1",NA,"0",NA,"no","no","no","no","a-level or equivalent (=nvq3)","retired","E","yes","retired","£9,500-£11,499","10500","£1,000-£1,199","1100","no change",0,"yes","£1,500-1,999","1750","£1,000-£4,999","0.166666672","0.13257575","<0.25","<0.25","£10-£19","15","0.017142856",NA,"2","no","no","yes","no","no","no","no","no","yes","owner outright","owner","owner outright","yes","","",NA,"no","not applicable","not applicable","0","0","0","0","not applicable","not applicable","0","0","0","0","0",NA,"not applicable",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","no","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",417,-0.143661188893009,-0.0370509517038048,2,"4","no","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","yes","yes","harder","no - not particularly",1466,1.451,2009,"female","40","35-44","North West","north west","widowed/divorced/separated","yes","1",NA,"0",NA,"no","no","no","no","vocational qualifications (=nvq1+2)","self employed","C2","yes","self employed","£17,500-£24,999","21250","£400-£499","450","down £50-£100",-75,"yes","£5,500-5,999","5750","£5,000-£9,999","0.270588249","1.064814806","0.25-0.5",">1","£120-£129","150","0.084705882",NA,"2","no","no","yes","no","no","no","yes","no","no","mortgagor","owner","mortgagor","yes","£50,000-£59,999","87500",NA,"yes","base rate tracker","£10,000-£19,999","15000","<£30,000","0.70588237","2.777777672","no","£150-£199","175","0.098823532","0.388888896","<0.1","0.35-0.5",NA,"no",NA,NA,"not applicable","decreased by £250-299",NA,NA,"no","no","yes","no","no","no",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, struggle from time to time","no","yes","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","yes","no","no","no",NA,NA,NA,NA,NA,"yes","yes","yes","harder",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",418,0.0782231372329761,-0.0596593210706533,1,"1","no","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","the same","no - not particularly",1589,1.158,2009,"female","43","35-44","North West","north west","marrried or couple","yes","2",NA,"0",NA,"no","no","no","no","gcse/o-level/cse","unemployed","C1","no","in paid employ","don't know","don't know","£300-£399","350","down >£100",-150,"yes","£15,000-19,999","17500","£10,000-£19,999","not applicable","4.166666508","not applicable",">1","£240-£249","550","not applicable",NA,"3","no","yes","yes","no","no","no","yes","no","no","mortgagor","owner","mortgagor","yes","£50,000-£59,999","87500",NA,"yes","variable","<£10,000","5000","<£30,000","not applicable","1.190476179","no","£100-£149","125","not applicable","0.357142866","not applicable","0.35-0.5",NA,"no",NA,NA,"not applicable","more or less the same",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","somewhat","keeping up, struggle from time to time","yes","no","no","no","no","no","no","no","no","no","no","no","no","no",NA,"no","no","no","no","no","no","no","no","yes",NA,NA,NA,NA,NA,"no","no","no","the same",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1",419,0.0365251097964994,0.0168120482596299,1,"1","no","keeping up without much difficulty","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","no","harder","no - not particularly",575,0.497,2009,"female","52","45-54","E Anglia","eastern","marrried or couple","no","3",NA,"0",NA,"no","no","no","no","a-level or equivalent (=nvq3)","in paid employ","C2","yes","in paid employ","refused","refused","refused","refused","down >£100",-150,"refused","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"refused","refused","refused","refused","refused","refused","refused","refused","refused","refused","mortgagor","owner","mortgagor","yes","£90,000-£99,999","187500",NA,"yes","refused","refused","refused","not applicable","not applicable","not applicable","refused","refused","refused","not applicable","not applicable","not applicable","not applicable",NA,"don't know",NA,NA,"not applicable","not applicable",NA,NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,NA,NA,NA,"no","not applicable","keeping up without much difficulty","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,"not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable","not applicable",NA,NA,NA,NA,NA,"no","no","no","harder",NA,NA,"no - not particularly",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
